"vague","grappe","menage","s16aq02","s16a01a","s16aq03","s16a01b","s16aq05","s16aq07","s16aq08","s16aq09a","s16aq09b","s16aq10","s16aq12","s16aq13","s16aq14__0","s16aq14__1","s16aq14__2","s16aq14__3","s16aq14__4","s16aq14__5","s16aq14__6","s16aq14__7","s16aq14__8","s16aq14__9","s16aq14__10","s16aq15","s16aq16","s16aq16a","s16aq17","s16aq18","s16aq19","s16aq20","s16aq21","s16aq22","s16aq23","s16aq24a","s16aq24b","s16aq25","s16aq26","s16aq27","s16aq28","s16aq29a1","s16aq29a2","s16aq29b1","s16aq29b2","s16aq29c1","s16aq29c2","s16aq29d1","s16aq29d2","s16aq30","s16aq31a1","s16aq31a2","s16aq31b1","s16aq31b2","s16aq31c1","s16aq31c2","s16aq31d1","s16aq31d2","s16aq32","s16aq34","s16aq36","s16aq38","s16aq40","s16aq42","s16aq44","s16aq45","s16aq47","s16aq48","s16aq33a_1","s16aq33b_1","s16aq33a_2","s16aq33b_2","s16aq33a_3","s16aq33b_3","s16aq33a_4","s16aq33b_4","s16aq33a_5","s16aq33b_5","s16aq33a_6","s16aq33b_6","s16aq33a_7","s16aq33b_7","s16aq33a_8","s16aq33b_8","s16aq33a_9","s16aq33b_9","s16aq33a_10","s16aq33b_10","s16aq33a_11","s16aq33b_11","s16aq33a_12","s16aq33b_12","s16aq33a_13","s16aq33b_13","s16aq33a_14","s16aq33b_14","s16aq33a_15","s16aq33b_15","s16aq35a_1","s16aq35b_1","s16aq35a_2","s16aq35b_2","s16aq35a_3","s16aq35b_3","s16aq35a_4","s16aq35b_4","s16aq35a_5","s16aq35b_5","s16aq35a_6","s16aq35b_6","s16aq35a_7","s16aq35b_7","s16aq35a_8","s16aq35b_8","s16aq35a_9","s16aq35b_9","s16aq35a_10","s16aq35b_10","s16aq37a_1","s16aq37b_1","s16aq37a_2","s16aq37b_2","s16aq37a_3","s16aq37b_3","s16aq37a_4","s16aq37b_4","s16aq37a_5","s16aq37b_5","s16aq37a_6","s16aq37b_6","s16aq37a_7","s16aq37b_7","s16aq37a_8","s16aq37b_8","s16aq37a_9","s16aq37b_9","s16aq37a_10","s16aq37b_10","s16aq37a_11","s16aq37b_11","s16aq39a_1","s16aq39b_1","s16aq39c_1","s16aq39a_2","s16aq39b_2","s16aq39c_2","s16aq39a_3","s16aq39b_3","s16aq39c_3","s16aq39a_4","s16aq39b_4","s16aq39c_4","s16aq41a_1","s16aq41b_1","s16aq41c_1","s16aq41a_2","s16aq41b_2","s16aq41c_2","s16aq41a_3","s16aq41b_3","s16aq41c_3","s16aq41a_4","s16aq41b_4","s16aq41c_4","s16aq43a_1","s16aq43b_1","s16aq43c_1","s16aq43a_2","s16aq43b_2","s16aq43c_2","s16aq43a_3","s16aq43b_3","s16aq43c_3","s16aq43a_4","s16aq43b_4","s16aq43c_4","s16aq35a_11","s16aq35b_11","s16aq35a_12","s16aq35b_12","s16aq35a_13","s16aq35b_13","s16aq35a_14","s16aq35b_14","s16aq37a_12","s16aq37b_12","s16aq37a_13","s16aq37b_13","s16Aq00","s16aq04","s16aq06","s16aq11"
1,379,11,3,"ZALEKOUA",1,"PARCELLE 1",1,3,1,3,1,1,2,7,,,,,,,,,,,,2,,,4,1,4,2,50,1,4,6,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.9859,,1,5,4,2,5,2,6,2,7,2,11,2,12,2,13,2,,,,,,,,,,,,,,,1,10,4,10,6,10,11,10,12,10,,,,,,,,,,,1,4,2,3,4,3,5,4,6,4,7,2,12,4,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,379,12,5,"GONA GOUSSOUM",1,"1",1,3,13,3,1,1,2,7,,,,,,,,,,,,2,,,4,1,1,2,6,1,4,20,6,1,10,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,1,2,1,3.4389,,1,15,2,8,4,8,5,8,6,8,,,,,,,,,,,,,,,,,,,,,1,14,2,7,4,14,5,14,,,,,,,,,,,,,1,12,2,12,4,17,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10000,0,,,8,8,8000,0,,,5,5,3750,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,379,12,3,"GONA AREWA 1",1,"1",1,3,13,1,1,1,1,7,,,,,,,,,,,,2,,,4,1,1,1,5,1,4,20,6,1,10,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,1,2,1,1.4088,,1,7,2,2,4,2,5,2,,,,,,,,,,,,,,,,,,,,,,,1,10,2,5,4,10,5,10,,,,,,,,,,,,,1,5,2,2,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4500,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,379,12,4,"GONA AREWA 2 DONNÉ EN GAGE",1,"1",1,3,13,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,4,1,10,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,2,1,1,1.399,,1,4,2,2,4,2,5,2,,,,,,,,,,,,,,,,,,,,,,,1,6,2,3,4,6,5,6,,,,,,,,,,,,,1,4,2,2,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,379,12,2,"GONA YAMMA 2 AREWA",1,"1",1,3,1,1,1,1,4,7,,,,,,,,,,,,2,,,4,1,1,1,10,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,2,2,2,1,0.6502,,1,1,4,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,3,4,6,5,6,,,,,,,,,,,,,1,6,4,6,5,6,,,,,,,,,,,,,,,,,2,2,1500,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,379,12,1,"GONA YAMMA 1",1,"1",1,3,13,2,1,5,,,,,,,,,,,,,,,,,4,1,1,2,10,1,4,5,6,1,5,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,1,2,1,3.1508,,1,7,2,2,4,2,5,2,,,,,,,,,,,,,,,,,,,,,,,1,14,2,7,4,14,5,14,,,,,,,,,,,,,1,3,4,3,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7000,0,,,5,5,5000,0,,,5,5,500,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,
2,380,5,1,"CIMINTI",1,"1",1,2,2,2,1,2,,,,,,,,,,,,,,,,,4,2,2,2,5,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,1,1,1,2.7106,,1,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,6,45,,,,,,,,,,,,,,,,,,,6,10,,,,,,,,,,,,,,,,,,,,,2,2,0,0,,,0,,,0,,,5,30,0,0,,,0,,,0,,,2,7,0,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,
2,380,8,1,"GAMOU 1",1,"1",1,2,2,4,1,1,1,6,1,,,,,,,,,,,2,,,4,3,3,1,60,2,,,,2,,2,,,,,,,,,,1,1,3,0,,0,,0,,1,1,1,1,1,1,1,2,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,7,2,28000,0,,,0,,,0,,,8,5,80000,0,,,0,,,0,,,2,4,16000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
2,380,9,1,"CHAMP DE L'OUEST",1,"PARCELLE DE MIL NIÉBÉ ET SORGHO",1,3,1,2,1,2,,,,,,,,,,,,,,,,,4,1,3,2,15,1,4,22,2,1,3,2,,,,,,,,,,1,3,4,0,,0,,0,,1,1,1,2,1,1,1,1,2.6599,,1,12,2,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,,,,,,,,,,,,,,,,1,9,2,10,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,77000,0,,,0,,,0,,,9,10,90000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,
2,380,10,1,"CHAMP DU NORD",1,"PARCELLE DE MIL NIÉBÉ ET SORGHO",1,4,1,2,1,1,1,5,1,,,,,,,,,,,2,,,4,2,5,2,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,2,1,1,2.6627,,1,5,2,3,3,3,4,3,5,3,6,3,7,3,8,5,,,,,,,,,,,,,,,1,6,2,5,5,3,6,5,7,6,8,6,,,,,,,,,1,7,2,8,4,8,5,8,6,8,7,9,8,9,,,,,,,,,,,,,,,,,,,,,3,3,9000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1
2,380,13,1,"GONA GABASSE",1,"PARCELLE 1",1,2,2,3,1,1,4,7,,,,,,,,,,,,2,,,4,1,4,2,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,1,1,2,,5,1,5,2,2,4,2,5,2,6,2,,,,,,,,,,,,,,,,,,,,,1,10,4,20,5,20,,,,,,,,,,,,,,,1,12,2,7,4,7,5,12,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,381,1,2,"GONAN TOUDOU",1,"GONAN  TOUDOU",2,2,1,2,1,1,4,7,,,,,,,,,,,,2,,,4,1,1,2,20,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,5.8162,,1,3,8,3,12,3,15,3,17,2,,,,,,,,,,,,,,,,,,,,,1,5,8,5,12,5,15,5,,,,,,,,,,,,,1,4,8,4,12,4,15,4,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1
1,381,1,1,"GANAN FAYA",1,"GONAN  FAYA",1,3,1,3,1,1,4,7,,,,,,,,,,,,2,,,4,1,3,2,30,1,5,10,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,4.2254,,1,4,8,4,12,4,15,4,,,,,,,,,,,,,,,,,,,,,,,1,10,8,10,12,10,15,10,17,5,,,,,,,,,,,1,10,8,10,12,10,15,10,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,381,2,1,"GONA KOUDOU",1,"1",1,4,1,3.5,1,1,2,7,,,,,,,,,,,,2,,,4,2,3,2,23,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,1,2,1,6.9175,,1,8,6,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,1,45,,,,,,,,,,,,,,,,,,,1,14,,,,,,,,,,,,,,,,,,,,,1,45,0,0,,,0,,,0,,,1,45,0,0,,,0,,,0,,,1,14,0,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,381,3,1,"GONA FAYA",1,"PARCELLE 1",1,3,1,1,1,2,,,,,,,,,,,,,,,,,4,1,3,2,15,1,2,2,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.8089,,1,6,2,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,1,20,2,10,6,25,,,,,,,,,,,,,,,1,4,2,10,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
1,381,4,1,"GONAN  KOUDOU",1,"GONAN KOUDOU",1,3,1,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,3.88302,,1,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,10,,,,,,,,,,,,,,,,,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,381,6,1,"GONAN GABASSE",1,"GONAN GABASSE",1,2,1,1.5,1,1,4,7,,,,,,,,,,,,2,,,4,2,2,1,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,1.9258,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,381,7,1,"GONA KOUDOU",1,"1",2,3,1,5,1,6,,,,,,,,,,,,,,,,,4,1,1,1,30,1,4,10,5,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,1,2,1,13.3,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,2,11,0,0,,,0,,,0,,,2,35,0,0,,,0,,,0,,,2,10,0,0,,,0,,,0,,,,,,,,,,,,,,,1,1,,
1,381,9,2,"GONA RIRIA 2",1,"PARCELLE 1",1,3,1,3,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,30,1,4,10,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,2,2,1,2,2,1,3.2166,,3,10,4,10,5,10,9,3,10,3,11,3,,,,,,,,,,,,,,,,,,,3,13,4,13,5,13,9,10,10,12,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,7000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,381,9,1,"GONA LAWANDI",1,"PARCELLE 1",1,3,1,3,1,1,2,7,,,,,,,,,,,,2,,,4,1,3,2,20,1,2,50,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,2,1,2,2,2,1,2.4726,,3,7,4,7,5,7,8,3,9,7,10,7,11,7,,,,,,,,,,,,,,,,,3,35,4,35,5,35,9,10,10,35,11,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,381,10,2,"GONA BASORI",1,"PARCELLE 1",1,2,8,1,1,1,5,7,,,,,,,,,,,,2,,,4,1,2,2,360,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,2,2,2,1,1,1,2,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,2,1,2700,0,,,0,,,0,,,4,10,40000,0,,,0,,,0,,,2,3,10000,0,,,,,,,,,,,,,,,1,1,1,1
1,381,10,1,"GONA RIRIA",1,"PARCELLE 1",1,2,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,4,1,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,12.122,,4,6,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,2,32,4,32,5,32,6,32,13,32,,,,,,,,,,,4,30,5,30,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,381,11,1,"GONAN KOUDOU",1,"GONAN KOUDOU",1,3,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,2.9241,,1,7,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,3,12,,,,,,,,,,,,,,,,,1,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,381,12,2,"GONA GABASS 2",1,"1",1,1,1,0.5,1,1,2,7,,,,,,,,,,,,2,,,4,4,3,1,15,1,4,4,5,1,2,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,1.2984,,1,3,2,1,6,3,7,1,8,3,9,1,10,1,,,,,,,,,,,,,,,,,1,9,2,9,6,9,7,9,8,9,9,9,10,9,,,,,,,1,2,2,2,6,2,7,2,8,2,9,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,381,12,3,"JARDIN KOUDOU",1,"1",1,4,14,0.3,1,1,2,7,,,,,,,,,,,,2,,,1,3,5,1,30,2,,,,2,,1,1,4,4,0,,0,,0,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.0693,,1,14,6,14,8,14,,,,,,,,,,,,,,,,,,,,,,,,,1,9,6,9,8,9,,,,,,,,,,,,,,,1,3,6,2,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,381,12,1,"GONA GABASS 1",1,"1",1,4,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,4,3,2,15,1,4,8,5,1,3,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,5.09278,,1,6,2,2,6,6,7,2,8,6,9,2,10,2,,,,,,,,,,,,,,,,,1,22,2,22,6,22,7,22,8,22,9,22,10,22,,,,,,,1,19,2,14,6,19,7,14,8,19,9,14,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,381,15,1,"GONA GABASS",1,"1",1,2,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,10,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,2,2,1,2.014,,2,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,5,17,,,,,,,,,,,,,,,,,2,15,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,18,26000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1
2,382,1,1,"GONA KOULALA",1,"PARCELLE 1",1,3,1,6,1,1,2,7,,,,,,,,,,,,2,,,4,1,4,2,180,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,2,,4,1,17,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,2,45,,,,,,,,,,,,,,,,,1,10,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,382,3,1,"GONA KOULALA",1,"PARCELLE 1",1,3,1,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,160,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,4.5302,,1,3,2,3,4,6,5,3,,,,,,,,,,,,,,,,,,,,,,,1,30,4,30,5,30,,,,,,,,,,,,,,,1,7,4,7,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,382,4,1,"GONA KADALWA",1,"PARCELLE 1",1,2,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,300,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,1.238,,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,,,,,,,,,,,,,,,,,,,1,7,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,382,5,1,"GABASSE",1,"1",1,2,1,3,1,2,,,,,,,,,,,,,,,,,4,1,2,2,120,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,2,1,1,2.5362,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,,,,,,,,1,25,,,,,,,,,,,,,,,,,,,,,3,4,3000,0,,,0,,,0,,,6,3,5000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,382,6,1,"KADALE",1,"1",1,3,1,5,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,120,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,2,1,1,10.2466,,1,10,4,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,,1,30,4,60,5,60,,,,,,,,,,,,,,,1,20,4,20,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,6000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,382,7,1,"GABASSE",1,"1",1,3,1,6,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,3,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,2,2,1,5.15358,,1,15,3,14,4,14,,,,,,,,,,,,,,,,,,,,,,,,,1,45,3,60,4,60,,,,,,,,,,,,,,,1,20,3,20,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4500,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,382,9,1,"CHAMP DE TCHROMADER",1,"PARCELLE DE MIL NIÉBÉ ET SORGHO",1,3,1,3,1,1,2,7,,,,,,,,,,,,2,,,4,1,3,2,300,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,2,,4,1,3,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,2,45,,,,,,,,,,,,,,,,,1,10,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,382,10,1,"CHAMP DE KADALWA",1,"PARCELLE DE MIL NIÉBÉ ET SORGHO",1,3,1,4,1,1,2,7,,,,,,,,,,,,2,,,4,1,3,2,240,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,2.1502,,1,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,2,50,,,,,,,,,,,,,,,,,1,30,2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,382,11,1,"CHAMP DE GUIDO",1,"PARCELLE DE MIL NIÉBÉ ET SORGHO",1,3,1,2,1,1,4,7,,,,,,,,,,,,2,,,4,1,3,2,300,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,2,,4,1,10,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,2,30,,,,,,,,,,,,,,,,,1,25,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,382,12,1,"CHAMP DE KADALWA",1,"PARCELLE DE MIL NIÉBÉ ET SORGHO",1,4,1,5,1,1,1,7,,,,,,,,,,,,2,,,4,1,3,2,240,1,1,10,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,3.2856,,1,10,2,5,7,5,8,5,,,,,,,,,,,,,,,,,,,,,,,1,40,2,40,7,40,8,40,,,,,,,,,,,,,1,37,2,37,7,37,8,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,382,13,1,"GONA KOULALA",1,"PARCELLE 1",1,2,1,3,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,1800,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,1,1,2,,4,1,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,20,,,,,,,,,,,,,,,,,1,14,2,15,,,,,,,,,,,,,,,,,,,3,6,0,0,,,0,,,0,,,3,30,0,0,,,0,,,0,,,3,14,0,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,383,1,1,"AOURI",1,"PARCELLE 1",1,3,2,2,1,1,1,7,,,,,,,,,,,,2,,,4,1,2,1,40,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,2,2,2,1,1.1815,,1,1,2,1,4,1,8,1,9,1,10,1,,,,,,,,,,,,,,,,,,,1,10,9,10,10,10,,,,,,,,,,,,,,,1,4,4,6,9,6,10,6,,,,,,,,,,,,,,,0,,,0,,,1,2,3500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,383,1,2,"DOUMBARAM",1,"PARCELLE 1",1,2,8,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,3,2,40,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,2,2,2,1,1.4889,,1,1,9,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,1,5,9,5,10,5,,,,,,,,,,,,,,,1,2,9,6,10,6,,,,,,,,,,,,,,,,,0,,,0,,,1,2,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,383,1,3,"GONA GUIDA",1,"PARCELLE 1",1,2,1,1.5,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,3,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,2.2266,,9,3,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,9,11,10,11,,,,,,,,,,,,,,,1,4,4,6,9,6,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,383,3,4,"GONA AREWA",1,"1",1,4,8,6,1,1,2,7,,,,,,,,,,,,2,,,4,1,3,2,10,1,4,10,6,1,5,1,2,1,4,0,,0,,1,4,2,,,,,,,,,1,1,1,2,1,1,2,1,2.1558,,1,6,2,3,4,3,8,3,9,3,10,3,16,3,17,3,18,3,,,,,,,,,,,,,1,7,2,7,3,7,4,7,8,7,9,7,10,7,16,7,17,7,18,7,1,6,2,6,3,6,4,6,8,6,9,6,10,6,16,6,17,6,18,6,,,,,,,,,,,,,,,3,5,5000,0,,,0,,,0,,,0,,,4,5,3750,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,383,3,3,"GONA GOUSSOUM",1,"1",1,4,1,4,1,1,1,5,1,,,,,,,,,,,2,,,4,1,1,2,20,1,4,20,6,1,10,1,2,1,4,0,,0,,1,4,2,,,,,,,,,1,1,1,2,1,1,2,1,1.6079,,1,10,2,3,4,3,8,3,9,3,10,3,,,,,,,,,,,,,,,,,,,1,7,8,7,9,7,,,,,,,,,,,,,,,1,7,2,7,4,7,8,7,9,7,10,7,16,7,17,7,18,7,,,,,,,,,,,,,,,,,6,6,9000,0,,,0,,,0,,,3,2,3000,7,7,5250,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,383,3,1,"GONA GABASS",1,"1",1,4,1,5,1,1,2,7,,,,,,,,,,,,2,,,4,1,1,2,5,1,4,30,6,1,20,1,2,1,4,0,,0,,2,4,2,,,,,,,,,1,1,1,2,1,1,2,1,3.9798,,1,14,2,5,4,5,8,5,9,5,10,5,,,,,,,,,,,,,,,,,,,1,30,8,30,9,30,,,,,,,,,,,,,,,1,20,8,20,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,25,15000,0,,,0,,,0,,,3,2,3000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
